fp,county,state,never,rarely,sometimes,frequently,always
30063,Phillips,MT,0.091,0.2,0.128,0.209,0.372
17139,Piatt,IL,0.081,0.073,0.213,0.243,0.39
39123,Pickaway,OH,0.052,0.035,0.084,0.219,0.609
1107,Pickens,AL,0.031,0.06,0.169,0.157,0.584
13221,Pickens,GA,0.056,0.082,0.054,0.181,0.627
45071,Pickens,SC,0.078,0.128,0.062,0.202,0.529
47131,Pickett,TN,0.117,0.125,0.187,0.246,0.325
13223,Pierce,GA,0.097,0.068,0.108,0.233,0.494
38063,Pierce,ND,0.133,0.183,0.193,0.218,0.274
31133,Pierce,NE,0.067,0.147,0.215,0.254,0.316
53053,Pierce,WA,0.028,0.057,0.103,0.206,0.606
55093,Pierce,WI,0.063,0.094,0.144,0.25,0.449
1109,Pike,AL,0.06,0.131,0.145,0.333,0.33
5105,Pike,AR,0.098,0.051,0.08,0.367,0.404
13225,Pike,GA,0.027,0.074,0.172,0.16,0.567
17141,Pike,IL,0.053,0.045,0.129,0.184,0.589
18117,Pike,IN,0.096,0.086,0.073,0.315,0.43
21187,Pike,KY,0.091,0.039,0.114,0.198,0.558
29155,Pike,MO,0.079,0.134,0.175,0.204,0.407
28105,Pike,MS,0.015,0.07,0.081,0.242,0.591
39125,Pike,OH,0.095,0.061,0.24,0.314,0.29
42097,Pike,PA,0.064,0.013,0.078,0.197,0.649
4015,Pima,AZ,0.051,0.096,0.104,0.164,0.585
4017,Pinal,AZ,0.091,0.108,0.059,0.139,0.602
27107,Pine,MN,0.122,0.154,0.109,0.186,0.428
12097,Pinellas,FL,0.025,0.022,0.058,0.176,0.72
27109,Pipestone,MN,0.023,0.101,0.057,0.333,0.485
23013,Piscataquis,ME,0.007,0.01,0.111,0.248,0.625
8091,Pitkin,CO,0.06,0.08,0.069,0.295,0.495
37141,Pitt,NC,0.05,0.035,0.142,0.169,0.603
40115,Pittsburg,OK,0.154,0.13,0.229,0.151,0.337
51137,Pittsylvania,VA,0.033,0.132,0.038,0.153,0.643
49025,Piute,UT,0.061,0.041,0.226,0.227,0.445
6057,Placer,CA,0.003,0.054,0.084,0.177,0.682
22067,Plaquemines,LA,0.039,0.105,0.124,0.166,0.566
29157,Platte,MO,0.032,0.102,0.156,0.302,0.408
31135,Platte,NE,0.069,0.164,0.142,0.233,0.393
56031,Platte,WY,0.149,0.149,0.123,0.16,0.418
54073,Pleasants,WV,0.088,0.108,0.17,0.287,0.346
6059,Plumas,CA,0.023,0.021,0.046,0.156,0.754
19141,Plymouth,IA,0.173,0.054,0.267,0.187,0.319
25015,Plymouth,MA,0.011,0.006,0.017,0.109,0.857
19143,Pocahontas,IA,0.195,0.051,0.233,0.199,0.322
54075,Pocahontas,WV,0.075,0.03,0.17,0.227,0.499
5107,Poinsett,AR,0.052,0.061,0.134,0.276,0.477
22069,Pointe Coupee,LA,0.096,0.063,0.113,0.167,0.561
5109,Polk,AR,0.064,0.061,0.2,0.176,0.501
12099,Polk,FL,0.03,0.02,0.05,0.116,0.784
13227,Polk,GA,0.038,0.118,0.101,0.188,0.555
19145,Polk,IA,0.088,0.053,0.068,0.31,0.481
27111,Polk,MN,0.078,0.182,0.278,0.17,0.291
29159,Polk,MO,0.185,0.111,0.156,0.254,0.294
37143,Polk,NC,0.036,0.014,0.154,0.299,0.498
31137,Polk,NE,0.072,0.126,0.103,0.336,0.363
41047,Polk,OR,0.029,0.013,0.053,0.196,0.71
47133,Polk,TN,0.12,0.131,0.228,0.128,0.393
48367,Polk,TX,0.02,0.048,0.055,0.206,0.671
55095,Polk,WI,0.081,0.113,0.154,0.253,0.399
30065,Pondera,MT,0.128,0.178,0.169,0.257,0.268
28107,Pontotoc,MS,0.061,0.158,0.113,0.269,0.399
40117,Pontotoc,OK,0.178,0.085,0.159,0.213,0.365
5111,Pope,AR,0.077,0.098,0.141,0.287,0.397
17143,Pope,IL,0.039,0.036,0.096,0.251,0.577
27113,Pope,MN,0.081,0.197,0.211,0.205,0.306
51730,Poquoson City,VA,0.034,0.033,0.116,0.177,0.64
39127,Portage,OH,0.138,0.149,0.214,0.19,0.309
55097,Portage,WI,0.157,0.159,0.215,0.188,0.28
18119,Porter,IN,0.094,0.038,0.087,0.282,0.5
51735,Portsmouth City,VA,0.004,0.014,0.073,0.219,0.69
18121,Posey,IN,0.116,0.111,0.174,0.195,0.405
20141,Pottawatomie,KS,0.174,0.233,0.163,0.136,0.293
40119,Pottawatomie,OK,0.083,0.068,0.129,0.207,0.514
19147,Pottawattamie,IA,0.199,0.116,0.088,0.179,0.419
42099,Potter,PA,0.035,0.017,0.1,0.199,0.649
46101,Potter,SD,0.078,0.183,0.165,0.245,0.329
48369,Potter,TX,0.033,0.081,0.089,0.277,0.521
30067,Powder River,MT,0.114,0.099,0.106,0.214,0.467
21189,Powell,KY,0.121,0.058,0.157,0.282,0.382
30069,Powell,MT,0.157,0.154,0.174,0.247,0.269
16069,Power,ID,0.009,0.03,0.117,0.326,0.517
19149,Poweshiek,IA,0.125,0.145,0.166,0.162,0.402
51139,Powhatan,VA,0.025,0.052,0.237,0.166,0.52
5113,Prairie,AR,0.18,0.08,0.217,0.076,0.446
30071,Prairie,MT,0.229,0.114,0.214,0.296,0.147
20143,Pratt,KS,0.131,0.117,0.164,0.191,0.396
39129,Preble,OH,0.067,0.087,0.092,0.244,0.51
28109,Prentiss,MS,0.05,0.124,0.088,0.251,0.487
48371,Presidio,TX,0.05,0.051,0.15,0.197,0.551
26133,Presque Isle,MI,0.07,0.073,0.089,0.238,0.531
54077,Preston,WV,0.057,0.028,0.087,0.247,0.58
55099,Price,WI,0.059,0.081,0.079,0.15,0.631
51141,Prince Edward,VA,0.042,0.098,0.166,0.203,0.491
51143,Prince George,VA,0.106,0.045,0.147,0.135,0.567
24025,Prince Georges,MD,0.008,0.009,0.037,0.168,0.778
2185,Prince of Wales-Outer Ketchikan,AK,0.036,0.059,0.235,0.215,0.455
51145,Prince William,VA,0.012,0.092,0.074,0.162,0.66
44001,Providence,RI,0.007,0.003,0.02,0.143,0.827
8093,Prowers,CO,0.021,0.018,0.103,0.137,0.722
8095,Pueblo,CO,0.05,0.19,0.137,0.255,0.368
5115,Pulaski,AR,0.082,0.151,0.181,0.285,0.302
13229,Pulaski,GA,0.05,0.143,0.127,0.157,0.522
17145,Pulaski,IL,0.055,0.092,0.104,0.358,0.392
18123,Pulaski,IN,0.01,0.109,0.087,0.252,0.542
21191,Pulaski,KY,0.035,0.121,0.103,0.129,0.613
29161,Pulaski,MO,0.139,0.177,0.119,0.244,0.32
51147,Pulaski,VA,0.059,0.009,0.138,0.154,0.64
40121,Pushmataha,OK,0.117,0.112,0.153,0.36,0.258
12101,Putnam,FL,0.027,0.029,0.055,0.179,0.709
13231,Putnam,GA,0.059,0.06,0.147,0.192,0.542
17147,Putnam,IL,0.003,0.052,0.06,0.198,0.688
18125,Putnam,IN,0.052,0.089,0.163,0.2,0.495
29163,Putnam,MO,0.082,0.128,0.363,0.263,0.164
36073,Putnam,NY,0.001,0.033,0.059,0.213,0.693
39131,Putnam,OH,0.186,0.124,0.124,0.158,0.409
47135,Putnam,TN,0.18,0.148,0.137,0.159,0.376
54079,Putnam,WV,0.087,0.048,0.088,0.184,0.593
35031,Quay,NM,0.01,0.06,0.008,0.202,0.721
24027,Queen Annes,MD,0.024,0.015,0.067,0.17,0.723
13233,Quitman,GA,0.106,0.071,0.192,0.145,0.485
28111,Quitman,MS,0.057,0.056,0.11,0.273,0.503
13235,Rabun,GA,0.079,0.031,0.098,0.218,0.575
55101,Racine,WI,0.061,0.067,0.167,0.193,0.512
51740,Radford City,VA,0,0.019,0.122,0.225,0.634
48373,Rains,TX,0.016,0.099,0.052,0.144,0.689
54081,Raleigh,WV,0.087,0.083,0.257,0.148,0.426
29165,Ralls,MO,0.044,0.04,0.088,0.189,0.638
27115,Ramsey,MN,0.178,0.143,0.074,0.242,0.364
38065,Ramsey,ND,0.181,0.217,0.102,0.28,0.221
48375,Randall,TX,0.067,0.063,0.113,0.272,0.485
1111,Randolph,AL,0.158,0.226,0.105,0.144,0.368
5117,Randolph,AR,0.062,0.17,0.103,0.273,0.391
13237,Randolph,GA,0.059,0.093,0.118,0.214,0.516
17149,Randolph,IL,0.138,0.079,0.218,0.205,0.36
18127,Randolph,IN,0.05,0.1,0.108,0.231,0.512
29167,Randolph,MO,0.183,0.109,0.103,0.189,0.416
37145,Randolph,NC,0.01,0.008,0.07,0.166,0.746
54083,Randolph,WV,0.098,0.05,0.14,0.265,0.447
28113,Rankin,MS,0.116,0.092,0.106,0.155,0.531
38067,Ransom,ND,0.08,0.216,0.202,0.256,0.247
22071,Rapides,LA,0.019,0.034,0.087,0.206,0.654
51149,Rappahannock,VA,0.033,0.033,0.127,0.189,0.619
30073,Ravalli,MT,0.123,0.175,0.17,0.142,0.39
20145,Rawlins,KS,0.053,0.096,0.137,0.217,0.497
29169,Ray,MO,0.208,0.103,0.16,0.175,0.354
48377,Reagan,TX,0.003,0.003,0.032,0.174,0.789
48379,Real,TX,0.143,0.062,0.038,0.245,0.512
27117,Red Lake,MN,0.088,0.182,0.132,0.281,0.317
22073,Red River,LA,0.076,0.098,0.121,0.229,0.476
48381,Red River,TX,0.063,0.063,0.109,0.274,0.491
31139,Red Willow,NE,0.253,0.11,0.185,0.142,0.311
27119,Redwood,MN,0.104,0.208,0.197,0.196,0.295
48383,Reeves,TX,0.058,0.061,0.064,0.237,0.58
48385,Refugio,TX,0.03,0.065,0.164,0.187,0.554
20147,Reno,KS,0.15,0.244,0.126,0.19,0.29
36077,Rensselaer,NY,0.032,0.065,0.027,0.096,0.779
27121,Renville,MN,0.139,0.147,0.103,0.216,0.395
38069,Renville,ND,0.253,0.136,0.12,0.246,0.246
20149,Republic,KS,0.012,0.057,0.145,0.236,0.55
29171,Reynolds,MO,0.107,0.111,0.209,0.191,0.382
47137,Rhea,TN,0.105,0.128,0.219,0.133,0.416
20151,Rice,KS,0.02,0.183,0.101,0.309,0.387
27123,Rice,MN,0.044,0.046,0.086,0.259,0.564
49027,Rich,UT,0.432,0.023,0.088,0.171,0.286
31141,Richardson,NE,0.044,0.094,0.176,0.254,0.432
17151,Richland,IL,0.104,0.054,0.213,0.214,0.415
22075,Richland,LA,0.065,0.035,0.165,0.222,0.513
30075,Richland,MT,0.193,0.24,0.106,0.188,0.273
38071,Richland,ND,0.242,0.25,0.138,0.175,0.195
39133,Richland,OH,0.028,0.078,0.126,0.213,0.555
45073,Richland,SC,0.142,0.061,0.103,0.221,0.472
55103,Richland,WI,0.312,0.074,0.055,0.116,0.443
13239,Richmond,GA,0.053,0.15,0.095,0.163,0.538
37147,Richmond,NC,0.034,0.065,0.085,0.204,0.612
51153,Richmond,VA,0.047,0.027,0.055,0.11,0.761
51750,Richmond City,VA,0.075,0.045,0.11,0.177,0.593
20153,Riley,KS,0.128,0.174,0.209,0.22,0.268
19151,Ringgold,IA,0.214,0.124,0.162,0.165,0.335
35033,Rio Arriba,NM,0.002,0.027,0.067,0.098,0.806
8097,Rio Blanco,CO,0.019,0.014,0.016,0.318,0.633
8099,Rio Grande,CO,0.079,0.046,0.205,0.201,0.469
18129,Ripley,IN,0.132,0.056,0.115,0.226,0.472
29173,Ripley,MO,0.16,0.106,0.248,0.196,0.29
54085,Ritchie,WV,0.141,0.059,0.183,0.262,0.356
6061,Riverside,CA,0.012,0.023,0.072,0.201,0.693
47139,Roane,TN,0.089,0.069,0.15,0.24,0.452
54087,Roane,WV,0.082,0.024,0.191,0.21,0.493
51155,Roanoke,VA,0.083,0.055,0.166,0.173,0.523
51760,Roanoke City,VA,0.06,0.031,0.092,0.275,0.541
46102,Roberts,SD,0.15,0.075,0.139,0.281,0.355
48387,Roberts,TX,0.059,0.136,0.098,0.254,0.452
21193,Robertson,KY,0.123,0.093,0.111,0.171,0.502
47141,Robertson,TN,0.16,0.164,0.207,0.099,0.369
48389,Robertson,TX,0.07,0.04,0.086,0.204,0.6
37149,Robeson,NC,0.018,0.115,0.105,0.263,0.499
27125,Rock,MN,0.095,0.241,0.194,0.184,0.286
31143,Rock,NE,0.029,0.167,0.277,0.174,0.353
55105,Rock,WI,0.023,0.139,0.096,0.277,0.464
17153,Rock Island,IL,0.117,0.064,0.189,0.225,0.405
51157,Rockbridge,VA,0.023,0.019,0.077,0.164,0.717
21195,Rockcastle,KY,0.096,0.088,0.123,0.148,0.545
13241,Rockdale,GA,0.1,0.083,0.124,0.229,0.464
37151,Rockingham,NC,0.066,0.078,0.105,0.138,0.613
33009,Rockingham,NH,0.039,0.026,0.032,0.199,0.705
51159,Rockingham,VA,0.015,0.07,0.109,0.167,0.64
36081,Rockland,NY,0.022,0.023,0.068,0.136,0.751
48391,Rockwall,TX,0.002,0.011,0.235,0.073,0.678
40123,Roger Mills,OK,0.029,0.033,0.102,0.235,0.601
40125,Rogers,OK,0.042,0.052,0.278,0.236,0.392
38073,Rolette,ND,0.073,0.114,0.223,0.236,0.354
20155,Rooks,KS,0.135,0.077,0.143,0.191,0.454
30077,Roosevelt,MT,0.118,0.144,0.069,0.14,0.53
35035,Roosevelt,NM,0.074,0.03,0.143,0.158,0.595
26135,Roscommon,MI,0.057,0.073,0.096,0.181,0.593
27127,Roseau,MN,0.081,0.123,0.248,0.255,0.293
30079,Rosebud,MT,0.101,0.27,0.171,0.283,0.176
39135,Ross,OH,0.045,0.146,0.186,0.248,0.375
8101,Routt,CO,0.018,0.044,0.074,0.28,0.584
21197,Rowan,KY,0.112,0.099,0.102,0.232,0.455
37153,Rowan,NC,0.05,0.039,0.145,0.153,0.612
48393,Runnels,TX,0.16,0.074,0.133,0.205,0.427
18131,Rush,IN,0.135,0.219,0.171,0.253,0.223
20157,Rush,KS,0.183,0.073,0.076,0.295,0.373
48395,Rusk,TX,0.014,0.041,0.055,0.334,0.555
55107,Rusk,WI,0.095,0.135,0.106,0.168,0.496
1113,Russell,AL,0.069,0.067,0.08,0.213,0.57
20159,Russell,KS,0.153,0.086,0.11,0.241,0.41
21199,Russell,KY,0.13,0.123,0.096,0.164,0.487
51161,Russell,VA,0.065,0.045,0.077,0.205,0.607
37155,Rutherford,NC,0.062,0.031,0.116,0.165,0.626
47143,Rutherford,TN,0.096,0.154,0.113,0.154,0.483
50015,Rutland,VT,0.027,0.181,0.062,0.141,0.59
22077,Sabine,LA,0.044,0.082,0.068,0.198,0.608
48397,Sabine,TX,0.033,0.041,0.101,0.18,0.645
19153,Sac,IA,0.044,0.089,0.136,0.259,0.473
6063,Sacramento,CA,0.063,0.067,0.053,0.146,0.671
23015,Sagadahoc,ME,0.031,0.014,0.065,0.204,0.688
26137,Saginaw,MI,0.06,0.068,0.097,0.172,0.602
8103,Saguache,CO,0.111,0.092,0.074,0.265,0.458
34027,Salem,NJ,0.023,0.018,0.049,0.191,0.72
51770,Salem City,VA,0.07,0.05,0.088,0.212,0.58
5121,Saline,AR,0.051,0.145,0.203,0.289,0.311
17157,Saline,IL,0.008,0.032,0.117,0.391,0.452
20161,Saline,KS,0.03,0.05,0.124,0.261,0.535
29185,Saline,MO,0.163,0.145,0.182,0.279,0.23
31145,Saline,NE,0.102,0.123,0.169,0.308,0.298
49029,Salt Lake,UT,0.092,0.155,0.053,0.37,0.33
45075,Saluda,SC,0.135,0.056,0.111,0.169,0.529
37157,Sampson,NC,0.125,0.094,0.124,0.111,0.546
48399,San Augustine,TX,0.033,0.039,0.104,0.228,0.596
6065,San Benito,CA,0.026,0.014,0.041,0.116,0.803
6067,San Bernardino,CA,0.025,0.028,0.062,0.164,0.722
6069,San Diego,CA,0.018,0.004,0.063,0.175,0.739
6071,San Francisco,CA,0.027,0.022,0.048,0.134,0.768
48401,San Jacinto,TX,0.038,0.04,0.101,0.331,0.491
6073,San Joaquin,CA,0.017,0.023,0.034,0.126,0.8
8105,San Juan,CO,0.061,0.144,0.11,0.242,0.444
35039,San Juan,NM,0.007,0.054,0.102,0.162,0.675
49031,San Juan,UT,0.097,0.061,0.266,0.3,0.276
53055,San Juan,WA,0.015,0.004,0.021,0.229,0.73
6075,San Luis Obispo,CA,0.017,0.011,0.035,0.121,0.817
6077,San Mateo,CA,0.054,0.019,0.081,0.165,0.68
8107,San Miguel,CO,0.008,0.036,0.092,0.375,0.489
35041,San Miguel,NM,0.009,0.154,0.089,0.146,0.602
48403,San Patricio,TX,0.105,0.046,0.103,0.15,0.596
48405,San Saba,TX,0.096,0.033,0.07,0.222,0.58
46103,Sanborn,SD,0.127,0.078,0.159,0.222,0.414
30081,Sanders,MT,0.121,0.177,0.114,0.195,0.393
35037,Sandoval,NM,0.049,0.152,0.07,0.159,0.571
39137,Sandusky,OH,0.041,0.118,0.253,0.307,0.28
17159,Sangamon,IL,0.111,0.151,0.107,0.3,0.331
26143,Sanilac,MI,0.012,0.037,0.097,0.217,0.637
49033,Sanpete,UT,0.077,0.113,0.062,0.327,0.421
6079,Santa Barbara,CA,0.025,0.024,0.037,0.169,0.745
6081,Santa Clara,CA,0.016,0.013,0.058,0.126,0.786
4019,Santa Cruz,AZ,0.023,0.024,0.073,0.121,0.759
6083,Santa Cruz,CA,0.015,0.02,0.075,0.153,0.737
35043,Santa Fe,NM,0.017,0.015,0.096,0.11,0.762
12107,Santa Rosa,FL,0.068,0.05,0.114,0.186,0.581
12109,Sarasota,FL,0.047,0.071,0.097,0.223,0.561
36085,Saratoga,NY,0.033,0.015,0.046,0.178,0.728
38075,Sargent,ND,0.193,0.13,0.141,0.262,0.274
31147,Sarpy,NE,0.098,0.185,0.166,0.252,0.298
55111,Sauk,WI,0.063,0.163,0.113,0.193,0.468
31149,Saunders,NE,0.13,0.102,0.198,0.222,0.349
55113,Sawyer,WI,0.058,0.126,0.133,0.256,0.427
36087,Schenectady,NY,0.011,0.018,0.054,0.195,0.722
48407,Schleicher,TX,0.009,0.064,0.082,0.112,0.733
13243,Schley,GA,0.016,0.065,0.05,0.2,0.669
36089,Schoharie,NY,0.027,0.029,0.095,0.149,0.701
26145,Schoolcraft,MI,0.031,0.073,0.082,0.197,0.616
17161,Schuyler,IL,0.078,0.025,0.066,0.235,0.596
29186,Schuyler,MO,0.025,0.14,0.144,0.311,0.38
36091,Schuyler,NY,0.02,0.012,0.062,0.156,0.751
42101,Schuylkill,PA,0.023,0.012,0.051,0.12,0.794
39139,Scioto,OH,0.066,0.08,0.213,0.221,0.419
29187,Scotland,MO,0.103,0.12,0.085,0.264,0.428
37159,Scotland,NC,0.086,0.065,0.131,0.175,0.542
5123,Scott,AR,0.087,0.007,0.289,0.267,0.35
19155,Scott,IA,0.115,0.083,0.147,0.264,0.39
17163,Scott,IL,0.032,0.027,0.037,0.138,0.767
18135,Scott,IN,0.128,0.13,0.228,0.179,0.336
20163,Scott,KS,0.179,0.22,0.218,0.123,0.26
21201,Scott,KY,0.048,0.123,0.039,0.204,0.586
27131,Scott,MN,0.089,0.038,0.117,0.301,0.454
29189,Scott,MO,0.024,0.028,0.069,0.182,0.697
28115,Scott,MS,0.06,0.113,0.114,0.197,0.516
47145,Scott,TN,0.074,0.142,0.105,0.274,0.405
51163,Scott,VA,0.015,0.112,0.068,0.13,0.675
31151,Scotts Bluff,NE,0.021,0.07,0.186,0.217,0.507
13245,Screven,GA,0.068,0.059,0.114,0.18,0.578
48409,Scurry,TX,0.015,0.02,0.053,0.074,0.838
5125,Searcy,AR,0.066,0.044,0.154,0.212,0.524
5127,Sebastian,AR,0.155,0.14,0.124,0.123,0.458
8109,Sedgwick,CO,0.065,0.122,0.138,0.232,0.443
20165,Sedgwick,KS,0.11,0.122,0.182,0.183,0.403
12111,Seminole,FL,0.077,0.022,0.08,0.173,0.648
13247,Seminole,GA,0.058,0.078,0.115,0.216,0.534
40127,Seminole,OK,0.077,0.152,0.122,0.261,0.388
36093,Seneca,NY,0.04,0.007,0.051,0.06,0.841
39141,Seneca,OH,0.181,0.103,0.101,0.168,0.447
47147,Sequatchie,TN,0.187,0.069,0.081,0.159,0.504
40129,Sequoyah,OK,0.109,0.248,0.192,0.091,0.36
5129,Sevier,AR,0.1,0.088,0.125,0.149,0.538
47149,Sevier,TN,0.081,0.073,0.121,0.215,0.51
49035,Sevier,UT,0.028,0.032,0.094,0.202,0.644
20167,Seward,KS,0.16,0.174,0.174,0.157,0.335
31153,Seward,NE,0.094,0.069,0.144,0.26,0.433
48411,Shackelford,TX,0.026,0.101,0.099,0.255,0.519
29195,Shannon,MO,0.083,0.23,0.112,0.186,0.389
46105,Shannon,SD,0.132,0.081,0.185,0.243,0.36
28117,Sharkey,MS,0.103,0.104,0.17,0.234,0.389
5131,Sharp,AR,0.121,0.142,0.157,0.208,0.372
6085,Shasta,CA,0.015,0.014,0.04,0.168,0.764
55115,Shawano,WI,0.05,0.121,0.355,0.188,0.286
20169,Shawnee,KS,0.126,0.133,0.175,0.209,0.357
55117,Sheboygan,WI,0.128,0.114,0.174,0.199,0.385
1117,Shelby,AL,0.022,0.075,0.118,0.24,0.545
19157,Shelby,IA,0.121,0.145,0.187,0.164,0.383
17165,Shelby,IL,0.117,0.106,0.111,0.204,0.462
18137,Shelby,IN,0.054,0.074,0.15,0.294,0.429
21203,Shelby,KY,0.215,0.079,0.075,0.157,0.474
29197,Shelby,MO,0.05,0.101,0.211,0.222,0.416
39143,Shelby,OH,0.139,0.074,0.109,0.209,0.469
47151,Shelby,TN,0.121,0.144,0.154,0.219,0.362
48413,Shelby,TX,0.002,0.029,0.054,0.271,0.644
51165,Shenandoah,VA,0.034,0.062,0.139,0.212,0.553
27133,Sherburne,MN,0.095,0.22,0.11,0.247,0.328
20171,Sheridan,KS,0.197,0.09,0.19,0.21,0.313
30083,Sheridan,MT,0.176,0.216,0.162,0.255,0.191
38077,Sheridan,ND,0.155,0.174,0.189,0.116,0.366
31155,Sheridan,NE,0.108,0.09,0.28,0.223,0.3
56033,Sheridan,WY,0.17,0.251,0.099,0.203,0.278
20173,Sherman,KS,0.06,0.055,0.126,0.26,0.499
31157,Sherman,NE,0.256,0.132,0.113,0.245,0.255
41049,Sherman,OR,0.026,0.004,0.083,0.197,0.69
48415,Sherman,TX,0.143,0.177,0.127,0.09,0.463
26147,Shiawassee,MI,0.051,0.069,0.046,0.194,0.64
16071,Shoshone,ID,0.083,0.173,0.153,0.185,0.406
27135,Sibley,MN,0.077,0.151,0.211,0.234,0.327
6087,Sierra,CA,0.008,0,0.086,0.109,0.797
35045,Sierra,NM,0.057,0.015,0.118,0.255,0.555
30085,Silver Bow,MT,0.169,0.246,0.178,0.261,0.146
21205,Simpson,KY,0.159,0.097,0.047,0.231,0.467
28119,Simpson,MS,0.041,0.101,0.1,0.312,0.446
19159,Sioux,IA,0.144,0.138,0.281,0.162,0.275
38079,Sioux,ND,0.248,0.154,0.135,0.235,0.228
31159,Sioux,NE,0.028,0.046,0.216,0.109,0.601
6089,Siskiyou,CA,0.095,0.056,0.071,0.232,0.547
2188,Sitka,AK,0.035,0.188,0.051,0.474,0.252
53057,Skagit,WA,0.035,0.097,0.037,0.177,0.653
2195,Skagway-Hoonah-Angoon,AK,0.042,0.095,0.148,0.349,0.365
53059,Skamania,WA,0.019,0.048,0.092,0.08,0.76
38081,Slope,ND,0.081,0.163,0.249,0.251,0.257
20175,Smith,KS,0.138,0.14,0.092,0.226,0.403
28121,Smith,MS,0.031,0.103,0.127,0.179,0.561
47153,Smith,TN,0.108,0.087,0.177,0.289,0.339
48417,Smith,TX,0.061,0.099,0.14,0.183,0.518
51167,Smyth,VA,0.082,0.137,0.212,0.24,0.329
53061,Snohomish,WA,0.017,0.014,0.056,0.191,0.721
42103,Snyder,PA,0.01,0.013,0.036,0.165,0.777
35047,Socorro,NM,0.004,0.02,0.057,0.119,0.8
6091,Solano,CA,0.14,0.053,0.047,0.143,0.617
24031,Somerset,MD,0.025,0.029,0.041,0.128,0.777
23017,Somerset,ME,0.069,0.065,0.064,0.213,0.589
34029,Somerset,NJ,0.012,0.056,0.055,0.104,0.772
42105,Somerset,PA,0.061,0.011,0.061,0.12,0.747
48419,Somervell,TX,0.025,0.035,0.117,0.369,0.453
6093,Sonoma,CA,0.132,0.074,0.082,0.167,0.546
51169,Southampton,VA,0.074,0.124,0.121,0.157,0.523
2198,Southeast Fairbanks,AK,0.033,0.125,0.161,0.3,0.38
13249,Spalding,GA,0.07,0.102,0.117,0.214,0.497
45077,Spartanburg,SC,0.066,0.059,0.146,0.236,0.493
18139,Spencer,IN,0.133,0.118,0.063,0.279,0.408
21207,Spencer,KY,0.096,0.138,0.195,0.206,0.365
46107,Spink,SD,0.131,0.067,0.147,0.225,0.431
53063,Spokane,WA,0.033,0.057,0.08,0.151,0.679
51171,Spotsylvania,VA,0.023,0.039,0.136,0.288,0.514
22079,St Bernard,LA,0.106,0.046,0.087,0.236,0.524
22081,St Charles,LA,0.068,0.081,0.135,0.189,0.527
29175,St Charles,MO,0.163,0.088,0.145,0.194,0.41
1115,St Clair,AL,0.027,0.134,0.144,0.2,0.495
17155,St Clair,IL,0.021,0.025,0.168,0.251,0.535
26139,St Clair,MI,0.042,0.057,0.12,0.251,0.531
29177,St Clair,MO,0.073,0.124,0.233,0.184,0.386
55109,St Croix,WI,0.101,0.102,0.085,0.342,0.37
5119,St Francis,AR,0.028,0.027,0.126,0.175,0.644
29181,St Francois,MO,0.126,0.254,0.161,0.15,0.308
22083,St Helena,LA,0.066,0.08,0.126,0.194,0.534
22085,St James,LA,0.098,0.08,0.113,0.145,0.564
22087,St John the Baptist,LA,0.035,0.075,0.136,0.23,0.524
12103,St Johns,FL,0.025,0.019,0.074,0.133,0.75
18133,St Joseph,IN,0.075,0.162,0.204,0.194,0.366
26141,St Joseph,MI,0.02,0.04,0.143,0.223,0.575
22089,St Landry,LA,0.093,0.048,0.027,0.165,0.667
36083,St Lawrence,NY,0.018,0.018,0.073,0.14,0.751
27129,St Louis,MN,0.05,0.136,0.193,0.374,0.247
29183,St Louis,MO,0.041,0.05,0.091,0.286,0.532
29223,St Louis City,MO,0.191,0.171,0.13,0.196,0.313
12105,St Lucie,FL,0.05,0.063,0.085,0.172,0.63
22091,St Martin,LA,0.064,0.126,0.138,0.237,0.434
22093,St Mary,LA,0.034,0.099,0.202,0.061,0.603
24029,St Marys,MD,0.005,0.014,0.06,0.207,0.714
22095,St Tammany,LA,0.096,0.059,0.19,0.079,0.577
20177,Stafford,KS,0.009,0.078,0.095,0.184,0.633
51173,Stafford,VA,0.087,0.079,0.237,0.182,0.415
6095,Stanislaus,CA,0.043,0.046,0.035,0.148,0.728
46109,Stanley,SD,0.241,0.175,0.164,0.094,0.326
37161,Stanly,NC,0.045,0.17,0.098,0.156,0.532
20179,Stanton,KS,0.231,0.112,0.236,0.154,0.267
31161,Stanton,NE,0.248,0.083,0.094,0.333,0.242
17167,Stark,IL,0.017,0.03,0.155,0.233,0.564
38083,Stark,ND,0.203,0.186,0.091,0.285,0.235
39145,Stark,OH,0.121,0.096,0.242,0.156,0.387
18141,Starke,IN,0.031,0.04,0.102,0.228,0.598
48421,Starr,TX,0.125,0.073,0.129,0.267,0.406
51790,Staunton City,VA,0.027,0.039,0.057,0.158,0.718
29179,Ste. Genevieve,MO,0.137,0.183,0.085,0.229,0.366
27137,Stearns,MN,0.095,0.052,0.098,0.297,0.457
27139,Steele,MN,0.021,0.057,0.12,0.319,0.482
38085,Steele,ND,0.157,0.228,0.108,0.295,0.211
13251,Stephens,GA,0.198,0.069,0.081,0.242,0.41
40131,Stephens,OK,0.097,0.105,0.164,0.201,0.433
48423,Stephens,TX,0.108,0.091,0.104,0.168,0.529
17169,Stephenson,IL,0.132,0.1,0.152,0.198,0.417
48425,Sterling,TX,0.027,0.161,0.133,0.201,0.477
18143,Steuben,IN,0.036,0.073,0.168,0.263,0.46
